,id,snapshot.id,snapshot.name,sourceLocation.id,sourceLocation.name,sourceLocation.type,destinationLocation.id,destinationLocation.name,destinationLocation.type,count
5,72673,15,07/2019,51,Beroun,ORP,51,Beroun,ORP,22958
8,89107,15,07/2019,1295,Blansko,ORP,1295,Blansko,ORP,21313
10,10091,15,07/2019,27,Benešov,ORP,27,Benešov,ORP,20475
11,82249,15,07/2019,1309,Boskovice,ORP,1309,Boskovice,ORP,18321
16,88117,15,07/2019,1783,Bohumín,ORP,1783,Bohumín,ORP,10939
19,90485,15,07/2019,1830,Bílovec,ORP,1830,Bílovec,ORP,9064
22,75438,15,07/2019,906,Bílina,ORP,906,Bílina,ORP,8575
23,15313,15,07/2019,507,Aš,ORP,507,Aš,ORP,8224
24,27904,15,07/2019,27,Benešov,ORP,19,Praha,ORP,5801
31,96422,15,07/2019,51,Beroun,ORP,19,Praha,ORP,5143
33,24979,15,07/2019,434,Blatná,ORP,434,Blatná,ORP,4979
35,76621,15,07/2019,591,Blovice,ORP,591,Blovice,ORP,3788
37,38860,15,07/2019,1295,Blansko,ORP,1317,Brno,ORP,3554
38,4849,15,07/2019,1783,Bohumín,ORP,1961,Ostrava,ORP,3399
40,81557,15,07/2019,1309,Boskovice,ORP,1295,Blansko,ORP,3195
41,25340,15,07/2019,906,Bílina,ORP,914,Teplice,ORP,1872
43,7394,15,07/2019,1830,Bílovec,ORP,1961,Ostrava,ORP,1797
45,34481,15,07/2019,1309,Boskovice,ORP,1317,Brno,ORP,1567
46,86876,15,07/2019,1295,Blansko,ORP,1309,Boskovice,ORP,1338
48,23725,15,07/2019,591,Blovice,ORP,582,Plzeň,ORP,1244
50,74931,15,07/2019,27,Benešov,ORP,221,Říčany,ORP,1182
53,62294,15,07/2019,1783,Bohumín,ORP,1805,Karviná,ORP,1007
55,62967,15,07/2019,51,Beroun,ORP,60,Hořovice,ORP,947
57,38029,15,07/2019,51,Beroun,ORP,230,Černošice,ORP,917
58,1658,15,07/2019,507,Aš,ORP,515,Cheb,ORP,661
59,78513,15,07/2019,1830,Bílovec,ORP,1864,Nový Jičín,ORP,547
60,22729,15,07/2019,1309,Boskovice,ORP,1171,Moravská Třebová,ORP,541
61,2899,15,07/2019,1295,Blansko,ORP,1333,Kuřim,ORP,536
64,15342,15,07/2019,51,Beroun,ORP,78,Kladno,ORP,485
67,89704,15,07/2019,27,Benešov,ORP,230,Černošice,ORP,413
68,13096,15,07/2019,1309,Boskovice,ORP,1198,Svitavy,ORP,410
69,83439,15,07/2019,1830,Bílovec,ORP,1945,Opava,ORP,409
72,41963,15,07/2019,1830,Bílovec,ORP,1856,Kopřivnice,ORP,353
74,53053,15,07/2019,27,Benešov,ORP,43,Votice,ORP,340
76,91730,15,07/2019,434,Blatná,ORP,442,Strakonice,ORP,333
77,51871,15,07/2019,1783,Bohumín,ORP,1813,Orlová,ORP,309
80,24949,15,07/2019,1783,Bohumín,ORP,1791,Havířov,ORP,302
81,79564,15,07/2019,27,Benešov,ORP,35,Vlašim,ORP,292
82,80239,15,07/2019,434,Blatná,ORP,400,Písek,ORP,291
83,6744,15,07/2019,434,Blatná,ORP,19,Praha,ORP,270
86,57348,15,07/2019,434,Blatná,ORP,256,Příbram,ORP,250
89,22106,15,07/2019,906,Bílina,ORP,892,Most,ORP,242
94,61955,15,07/2019,1783,Bohumín,ORP,1741,Frýdek-Místek,ORP,197
96,3643,15,07/2019,1309,Boskovice,ORP,1333,Kuřim,ORP,192
97,59564,15,07/2019,591,Blovice,ORP,655,Rokycany,ORP,188
101,63029,15,07/2019,1295,Blansko,ORP,1368,Šlapanice,ORP,182
103,66722,15,07/2019,1295,Blansko,ORP,1350,Tišnov,ORP,180
104,15035,15,07/2019,1830,Bílovec,ORP,1872,Odry,ORP,177
105,19698,15,07/2019,591,Blovice,ORP,19,Praha,ORP,176
109,23592,15,07/2019,1783,Bohumín,ORP,1929,Hlučín,ORP,168
110,6742,15,07/2019,1295,Blansko,ORP,1643,Vyškov,ORP,166
114,37082,15,07/2019,27,Benešov,ORP,94,Kolín,ORP,161
115,40160,15,07/2019,1309,Boskovice,ORP,1678,Bystřice nad Pernštejnem,ORP,154
116,80886,15,07/2019,591,Blovice,ORP,604,Nepomuk,ORP,152
117,83389,15,07/2019,1309,Boskovice,ORP,19,Praha,ORP,148
119,40494,15,07/2019,27,Benešov,ORP,248,Dobříš,ORP,148
121,30852,15,07/2019,434,Blatná,ORP,558,Horažďovice,ORP,147
123,50004,15,07/2019,906,Bílina,ORP,922,Ústí nad Labem,ORP,141
125,46325,15,07/2019,1309,Boskovice,ORP,1180,Polička,ORP,140
127,56320,15,07/2019,1309,Boskovice,ORP,1350,Tišnov,ORP,133
128,26970,15,07/2019,1309,Boskovice,ORP,1562,Prostějov,ORP,133
130,17376,15,07/2019,434,Blatná,ORP,582,Plzeň,ORP,130
