,id,snapshot.id,snapshot.name,sourceLocation.id,sourceLocation.name,sourceLocation.type,destinationLocation.id,destinationLocation.name,destinationLocation.type,count
5,1075,7,11/2018,51,Beroun,ORP,51,Beroun,ORP,22926
9,83333,7,11/2018,27,Benešov,ORP,27,Benešov,ORP,21234
10,17912,7,11/2018,1295,Blansko,ORP,1295,Blansko,ORP,20440
11,11022,7,11/2018,1309,Boskovice,ORP,1309,Boskovice,ORP,18634
17,17191,7,11/2018,1783,Bohumín,ORP,1783,Bohumín,ORP,10565
21,2018,7,11/2018,906,Bílina,ORP,906,Bílina,ORP,8806
22,16490,7,11/2018,1830,Bílovec,ORP,1830,Bílovec,ORP,8595
23,85454,7,11/2018,507,Aš,ORP,507,Aš,ORP,8272
27,23076,7,11/2018,51,Beroun,ORP,19,Praha,ORP,5734
30,49580,7,11/2018,434,Blatná,ORP,434,Blatná,ORP,5063
31,52671,7,11/2018,27,Benešov,ORP,19,Praha,ORP,4898
34,61008,7,11/2018,1295,Blansko,ORP,1317,Brno,ORP,4238
37,77844,7,11/2018,1783,Bohumín,ORP,1961,Ostrava,ORP,3879
39,3805,7,11/2018,591,Blovice,ORP,591,Blovice,ORP,3644
40,7252,7,11/2018,1309,Boskovice,ORP,1295,Blansko,ORP,3346
41,81349,7,11/2018,1830,Bílovec,ORP,1961,Ostrava,ORP,2156
43,48535,7,11/2018,906,Bílina,ORP,914,Teplice,ORP,1894
44,12553,7,11/2018,1295,Blansko,ORP,1309,Boskovice,ORP,1629
46,1665,7,11/2018,27,Benešov,ORP,221,Říčany,ORP,1497
47,59580,7,11/2018,1309,Boskovice,ORP,1317,Brno,ORP,1403
49,96653,7,11/2018,591,Blovice,ORP,582,Plzeň,ORP,1378
51,39163,7,11/2018,1783,Bohumín,ORP,1805,Karviná,ORP,1033
53,36821,7,11/2018,51,Beroun,ORP,60,Hořovice,ORP,948
54,63443,7,11/2018,51,Beroun,ORP,230,Černošice,ORP,920
58,74937,7,11/2018,507,Aš,ORP,515,Cheb,ORP,734
59,74515,7,11/2018,1295,Blansko,ORP,1333,Kuřim,ORP,612
60,15834,7,11/2018,27,Benešov,ORP,230,Černošice,ORP,571
62,5208,7,11/2018,1830,Bílovec,ORP,1864,Nový Jičín,ORP,569
63,94450,7,11/2018,1309,Boskovice,ORP,1171,Moravská Třebová,ORP,514
65,18614,7,11/2018,434,Blatná,ORP,442,Strakonice,ORP,467
68,9847,7,11/2018,1830,Bílovec,ORP,1945,Opava,ORP,414
69,85420,7,11/2018,51,Beroun,ORP,78,Kladno,ORP,412
70,9239,7,11/2018,27,Benešov,ORP,35,Vlašim,ORP,377
71,63964,7,11/2018,1830,Bílovec,ORP,1856,Kopřivnice,ORP,377
76,7109,7,11/2018,434,Blatná,ORP,400,Písek,ORP,353
78,29793,7,11/2018,27,Benešov,ORP,43,Votice,ORP,324
79,49724,7,11/2018,1783,Bohumín,ORP,1791,Havířov,ORP,318
81,28705,7,11/2018,1783,Bohumín,ORP,1813,Orlová,ORP,273
82,76853,7,11/2018,1309,Boskovice,ORP,1333,Kuřim,ORP,270
84,95032,7,11/2018,906,Bílina,ORP,892,Most,ORP,242
86,34455,7,11/2018,591,Blovice,ORP,655,Rokycany,ORP,222
88,86305,7,11/2018,1309,Boskovice,ORP,1198,Svitavy,ORP,214
92,36900,7,11/2018,1295,Blansko,ORP,1368,Šlapanice,ORP,184
93,85982,7,11/2018,1830,Bílovec,ORP,1872,Odry,ORP,181
94,39543,7,11/2018,1783,Bohumín,ORP,1741,Frýdek-Místek,ORP,173
96,25255,7,11/2018,591,Blovice,ORP,256,Příbram,ORP,171
97,6559,7,11/2018,591,Blovice,ORP,604,Nepomuk,ORP,169
99,63858,7,11/2018,27,Benešov,ORP,264,Sedlčany,ORP,160
100,26958,7,11/2018,906,Bílina,ORP,922,Ústí nad Labem,ORP,154
102,78332,7,11/2018,1783,Bohumín,ORP,1929,Hlučín,ORP,154
104,49997,7,11/2018,1309,Boskovice,ORP,1562,Prostějov,ORP,151
105,40674,7,11/2018,1295,Blansko,ORP,1350,Tišnov,ORP,148
107,72864,7,11/2018,1309,Boskovice,ORP,1554,Konice,ORP,145
110,87949,7,11/2018,434,Blatná,ORP,582,Plzeň,ORP,142
112,32127,7,11/2018,434,Blatná,ORP,256,Příbram,ORP,139
114,56889,7,11/2018,434,Blatná,ORP,558,Horažďovice,ORP,136
116,80592,7,11/2018,434,Blatná,ORP,19,Praha,ORP,134
119,80590,7,11/2018,1295,Blansko,ORP,1643,Vyškov,ORP,132
120,65602,7,11/2018,1309,Boskovice,ORP,1678,Bystřice nad Pernštejnem,ORP,126
121,52180,7,11/2018,1295,Blansko,ORP,1562,Prostějov,ORP,124
123,65419,7,11/2018,27,Benešov,ORP,248,Dobříš,ORP,118
124,44540,7,11/2018,906,Bílina,ORP,884,Litvínov,ORP,116
125,71147,7,11/2018,1309,Boskovice,ORP,1180,Polička,ORP,115
126,32975,7,11/2018,1309,Boskovice,ORP,1350,Tišnov,ORP,112
132,14437,7,11/2018,1295,Blansko,ORP,19,Praha,ORP,100
134,12509,7,11/2018,591,Blovice,ORP,612,Přeštice,ORP,97
136,31678,7,11/2018,51,Beroun,ORP,272,Rakovník,ORP,95
139,91524,7,11/2018,591,Blovice,ORP,19,Praha,ORP,87
142,26777,7,11/2018,1830,Bílovec,ORP,1741,Frýdek-Místek,ORP,86
144,9860,7,11/2018,1309,Boskovice,ORP,19,Praha,ORP,85
149,61895,7,11/2018,51,Beroun,ORP,655,Rokycany,ORP,83
151,21925,7,11/2018,906,Bílina,ORP,19,Praha,ORP,82
155,62881,7,11/2018,27,Benešov,ORP,94,Kolín,ORP,80
157,32783,7,11/2018,27,Benešov,ORP,116,Kutná Hora,ORP,77
159,43896,7,11/2018,906,Bílina,ORP,752,Chomutov,ORP,75
160,68136,7,11/2018,51,Beroun,ORP,221,Říčany,ORP,72
162,19466,7,11/2018,51,Beroun,ORP,582,Plzeň,ORP,71
163,13339,7,11/2018,51,Beroun,ORP,248,Dobříš,ORP,70
164,60266,7,11/2018,906,Bílina,ORP,825,Litoměřice,ORP,70
166,19752,7,11/2018,434,Blatná,ORP,604,Nepomuk,ORP,63
168,46229,7,11/2018,1830,Bílovec,ORP,1848,Frenštát pod Radhoštěm,ORP,60
169,72475,7,11/2018,27,Benešov,ORP,477,Tábor,ORP,59
171,54836,7,11/2018,591,Blovice,ORP,566,Klatovy,ORP,58
172,19622,7,11/2018,1783,Bohumín,ORP,1775,Třinec,ORP,58
177,21904,7,11/2018,1783,Bohumín,ORP,1945,Opava,ORP,54
178,74997,7,11/2018,1830,Bílovec,ORP,19,Praha,ORP,54
182,86925,7,11/2018,1783,Bohumín,ORP,19,Praha,ORP,53
184,27698,7,11/2018,906,Bílina,ORP,850,Louny,ORP,53
187,21538,7,11/2018,27,Benešov,ORP,256,Příbram,ORP,52
188,1980,7,11/2018,507,Aš,ORP,531,Karlovy Vary,ORP,51
191,91724,7,11/2018,51,Beroun,ORP,213,Brandýs nad Labem-Stará Boleslav,ORP,49
